College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Placement_Rate,Avg_Package,,,Courses_Offered
Birla Institute of Technology and Science ,Telangana,Engineering,"4,23,475","4,69,475",9,9,8.4,8.8,9.4,9.1,9.4,,500000,,,
Mahatma Gandhi Institute of Technology ,Telangana,Engineering,"1,08,000",--,7.8,8.1,7.2,8.1,8.1,7.3,7.8,,1000000,,,
Malla Reddy Engineering College ,Telangana,Engineering,"1,03,000","57,000",7.4,7.7,7.1,7.4,7.8,7.1,7.5,,500000,,,
Malla Reddy College of Engineering ,Telangana,Engineering,"72,000",--,7,7.5,7.2,7,6.8,6.5,7.2,,700000,,,
Indian Institute of Chemical Technology ,Telangana,Engineering,--,--,7.7,7,7,8.3,8,7.7,7.9,,1000000,,,
Sreenidhi Institute of Science and Technology ,Telangana,Engineering,"5,20,000","2,10,000",7.6,7.8,6.9,7.5,7.8,7.7,7.6,,700000,,,
"Mahindra University, Hyderabad ",Telangana,Engineering,"4,70,000","70,000",8.8,9.1,8.6,9,9.1,7.8,8.9,,1000000,,,
"St Martin's Engineering College, Secunderabad ",Telangana,Engineering,"80,000",--,7.7,7.9,6.8,7.8,7.9,7.7,8.2,,1000000,,,
MLR Institute of Technology ,Telangana,Engineering,"96,000","57,000",8.3,8.3,8.4,8.1,8.8,8,8.4,,400000,,,
Keshav Memorial Institute of Technology ,Telangana,Engineering,"1,11,500",--,8.2,8.7,6.7,8.6,8.1,9,8.3,,900000,,,
Vaagdevi College of Engineering ,Telangana,Engineering,"86,000",--,7.8,8,7.4,8,8,7.5,8,,1200000,,,
CMR Engineering College ,Telangana,Engineering,"75,000","57,000",8.8,8.9,8.4,8.7,9.2,9,8.4,,500000,,,
"Matrusri Engineering College, Hyderabad ",Telangana,Engineering,"90,000",--,7,7.6,5.7,7.2,7.6,7,6.7,,600000,,,
Indian Institute of Technology ,Madhya pradesh,Engineering,"2,28,700","50,800",8,8.4,7.6,8.1,7.7,7.8,8.4,,1300000,,,
Maulana Azad National Institute of Technology ,Madhya pradesh,Engineering,"64,939","1,04,275",7.8,7.8,7.5,7.5,7.6,8.1,8.5,,800000,,,
Indian Institute of Information Technology Design and ,Madhya pradesh,Engineering,"1,37,580","71,000",7.9,8.2,7.5,8,8.1,7.5,8.3,,1200000,,,
Atal Bihari Vajpayee Indian Institute of Information ,Madhya pradesh,Engineering,"75,070","1,42,250",7.6,7.5,7,7.1,8.2,7.7,8,,700000,,,
"VIT Bhopal University, Bhopal ",Madhya pradesh,Engineering,"1,98,000","1,93,000",7.9,8.6,7.7,8.4,7.1,8.1,7.4,,400000,,,
"RKDF University, Bhopal ",Madhya pradesh,Engineering,"55,000","35,000",7.6,8,7,7.8,8,6.5,8.2,,700000,,,
Awadhesh Pratap Singh University ,Madhya pradesh,Engineering,"40,000",--,7.1,7.9,6.5,8.1,7.2,5.3,7.3,,900000,,,
"University Institute of Technology, Rajiv Gandhi Proudyogiki ",Madhya pradesh,Engineering,"23,920","62,735",6.9,7.2,6.5,6.6,7.6,6.3,6.9,,800000,,,
Institute of Information Technology & Management ,Madhya pradesh,Engineering,"77,000","60,000",8.5,8.7,8,8.4,8.6,8.5,8.5,,400000,,,
"Institute of Engineering and Technology, Devi Ahilya ",Madhya pradesh,Engineering,"82,961","71,100",7.7,7.9,6.6,7.3,7.4,8.4,8.4,,700000,,,
Acropolis Institute of Technology & Research ,Madhya pradesh,Engineering,"75,100","25,500",7.8,7.9,7,7.8,7.8,8,8.1,,900000,,,
"Indian Institute of Information Technology -[IIIT], Bhopal ",Madhya pradesh,Engineering,"1,79,500",--,6,6.4,5.3,6.1,6.5,5,6.8,,1300000,,,
Jaypee University of Engineering and Technology ,Madhya pradesh,Engineering,"1,89,500","96,500",7.9,7.8,7.9,7.5,8.9,7.4,7.6,,1300000,,,
Oriental University ,Madhya pradesh,Engineering,"65,000","30,000",7.2,7.5,6.7,7.2,7.7,7.1,7.1,,700000,,,
"Amity University, Gwalior ",Madhya pradesh,Engineering,"1,64,000","64,000",8.6,8.8,8.5,8.4,9.3,8,8.3,,1200000,,,
AKS University ,Madhya pradesh,Engineering,"60,000","46,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4,,800000,,,
Jagran Lakecity University ,Madhya pradesh,Engineering,"1,15,000","75,000",8,8,7.9,7.8,8.6,7.4,8.1,,1100000,,,
Jabalpur Engineering College ,Madhya pradesh,Engineering,"22,300","10,000",7.2,7.5,6.4,7.4,6.9,7.4,7.3,,1200000,,,
"Swami Vivekanand University, Sagar ",Madhya pradesh,Engineering,"44,000","32,000",6.3,6.9,5,7,6.4,5.6,6.6,,1300000,,,
"Acropolis Group of Institutions, Indore ",Madhya pradesh,Engineering,"73,600","60,000",8.7,8.5,8.5,8.7,9,8.6,8.6,,800000,,,
LNCT University ,Madhya pradesh,Engineering,"80,000","65,000",9,9,8.8,9.3,8.8,8.9,8.9,,900000,,,
"Avantika University, Ujjain ",Madhya pradesh,Engineering,"2,22,500",--,9.1,9.3,8.5,9.3,8.5,9.5,9.2,,400000,,,
Ujjain Engineering College ,Madhya pradesh,Engineering,"22,751","25,151",6.7,7.4,5.9,7.4,6.2,6.4,6.9,,1400000,,,
Shri Govindram Seksaria Institute of Technology and ,Madhya pradesh,Engineering,"75,550","1,18,425",7.4,8,6.7,7.7,7,7.5,7.2,,1000000,,,
Lakshmi Narain College of Technology ,Madhya pradesh,Engineering,"48,600","60,000",5.7,5.6,5.8,6.2,5.2,5.4,6.2,,700000,,,
National Institute of Technology ,Kerala,Engineering,"53,797","27,405",8.1,8.4,7.9,7.7,8,8.1,8.2,,1400000,,,
Indian Institute of Space Science and Technology ,Kerala,Engineering,"1,42,400","87,400",8.1,8.9,7.8,8.5,8.6,7.7,7.2,,500000,,,
"College of Engineering, Trivandrum ",Kerala,Engineering,"2,00,000","15,725",8.4,8.6,7.8,8,8.5,8.4,8.8,,800000,,,
"Cochin University of Science and Technology, School ",Kerala,Engineering,"86,040","52,730",8.3,8.5,7.8,8.3,8.2,8.2,8.7,,600000,,,
Baselios Thomas I Catholicose College of Engineering ,Kerala,Engineering,"85,000",--,7.4,7.5,8,8.5,7,6.5,7,,900000,,,
Cochin University of Science and Technology ,Kerala,Engineering,"46,600","19,290",7.9,8.4,7.5,7.8,7.8,7.7,8.1,,1100000,,,
Indian Institute of Technology ,Kerala,Engineering,"35,850","2,22,350",8.6,9.2,7.7,9,8.6,8.7,8.6,,1000000,,,
APJ Abdul Kalam Technological University ,Kerala,Engineering,"29,000",--,7.8,8.1,6.9,8.2,8.1,7.5,8,,600000,,,
Federal Institute of Science and Technology ,Kerala,Engineering,"75,100","87,050",8.1,8.3,7.5,8.3,8.8,8,7.8,,1100000,,,
"Indian Institute of Information Technology [IIIT], Kottayam ",Kerala,Engineering,"1,98,950",--,8.3,8.5,8.1,8.5,8.1,8.6,8.2,,500000,,,
Government Engineering College ,Kerala,Engineering,"22,150","10,970",8.5,8.5,8,8.4,8.7,8.3,8.9,,1300000,,,
National Institute of Electronics & Information Technology ,Kerala,Engineering,"60,000","1,38,500",8.4,8.7,6.7,8.9,8.7,8.8,8.6,,1200000,,,
TKM College of Engineering ,Kerala,Engineering,"8,410","16,290",8.4,8.8,8.2,8.4,8.4,7.8,8.5,,700000,,,
Amal Jyothi College of Engineering ,Kerala,Engineering,"1,00,000","96,000",7.6,7.9,7,7.9,9,6.9,7,,400000,,,
Hindustan College of Engineering ,Kerala,Engineering,"50,000",--,8,8.3,7.6,8.1,8,8,7.9,,1100000,,,
Marian Engineering College ,Kerala,Engineering,"96,050","61,300",7.8,8.3,7.1,8.3,8.6,7.9,6.8,,1000000,,,
"Saintgits College of Engineering, Kottayam ",Kerala,Engineering,"75,000","1,71,900",8.3,8.4,7.9,8.6,8.8,7.8,8.1,,1400000,,,
Rajiv Gandhi Institute of Technology ,Kerala,Engineering,"22,000","22,000",7.9,8.3,7.3,8.1,8,7.4,8.4,,800000,,,
Mangalam College of Engineering Ettumanoor ,Kerala,Engineering,"75,000","3,00,000",6.9,7,6.4,7.4,7.6,6.4,6.6,,1300000,,,
NSS College of Engineering ,Kerala,Engineering,"8,739","11,065",8.3,8.4,8,8.5,8,8.2,8.4,,800000,,,
Sree Chitra Thirunal College of Engineering ,Kerala,Engineering,"62,668","75,041",8,8.6,6,8.3,7.5,8.3,9,,1000000,,,
"Thejus Engineering College, Thrissur ",Kerala,Engineering,"88,400","1,60,000",8,8.3,7.8,8.7,7.8,7.1,8.2,,800000,,,
Mar Athanasius College of Engineering ,Kerala,Engineering,"8,225","21,950",8.4,8.5,8.2,8.2,8.8,8.1,8.5,,1100000,,,
St. Thomas College of Engineering and Technology- ,Kerala,Engineering,"58,150",--,8.3,8.4,7.9,8.6,8.5,7.8,8.3,,1400000,,,
"College of Engineering Thalassery, Kannur ",Kerala,Engineering,"38,250",--,7.2,7.8,6.3,7.8,7.5,6.6,7.3,,900000,,,
"KMCT College of Engineering, Kozhikode ",Kerala,Engineering,"75,000",--,7.3,7.5,7.7,7.2,7.8,5.7,7.6,,800000,,,
"MEA Engineering College- [MEAEC], Malappuram ",Kerala,Engineering,"75,000","60,000",8.2,8.1,8.6,8.3,8.7,6.6,8.7,,1200000,,,
Rajagiri School of Engineering & Technology ,Kerala,Engineering,"87,000","77,000",8.2,8.4,8,8.2,9,8.6,6.9,,1400000,,,
Sahrdaya College of Engineering ,Kerala,Engineering,"35,000","77,000",7.1,7.5,6.8,7.3,8.1,6.6,6.5,,500000,,,
"Trinity College of Engineering, Trivendrum ",Kerala,Engineering,"75,000",--,6.8,7.6,6.4,7.3,6.7,6.1,6.5,,400000,,,
Birla Institute of Technology and Science ,Rajasthan,Engineering,"4,45,475","4,45,475",8.9,8.8,8.2,8.8,9,9,9.3,,1100000,,,
Indian Institute of Technology ,Rajasthan,Engineering,"70,433","71,500",8.2,8,7.9,8.2,8.2,8,8.7,,600000,,,
Malaviya National Institute of Technology ,Rajasthan,Engineering,"94,333","1,22,665",8.2,8.2,7.4,8,8.7,8.2,8.5,,1400000,,,
"Singhania University, Jhunjhunu ",Rajasthan,Engineering,"42,000","42,000",7.1,7.1,6.7,7.1,7.1,7,7.3,,1000000,,,
Jaipur National University ,Rajasthan,Engineering,"1,14,000","37,600",7.5,7.9,7,7.7,7.8,6.7,7.6,,1300000,,,
Manipal University ,Rajasthan,Engineering,"3,19,000","36,000",8.4,8.2,8.3,8.2,9.2,7.7,9,,1400000,,,
JECRC University ,Rajasthan,Engineering,"1,85,000","30,000",8.1,8.1,7.4,8.2,8.2,8.1,8.7,,1100000,,,
SunRise University ,Rajasthan,Engineering,"72,200","32,200",8.1,8.1,7.3,8.7,8.1,7.9,8.4,,900000,,,
"OPJS University, Churu ",Rajasthan,Engineering,"71,200","76,200",7.2,7.1,7.6,7.6,7.7,6.3,6.8,,1300000,,,
"Banasthali Vidyapith, Jaipur ",Rajasthan,Engineering,"2,03,500","1,61,500",8.5,8.8,8.2,8.9,8.6,7.9,8.8,,1200000,,,
"Amity University, Jaipur ",Rajasthan,Engineering,"1,80,000","1,48,000",8,7.8,7.6,7.8,8.9,7.4,8.7,,1000000,,,
Suresh Gyan Vihar University ,Rajasthan,Engineering,"1,40,000","42,000",7.5,7.8,6.7,7.5,8.8,6.3,8,,1300000,,,
IIS (Deemed to be University) ,Rajasthan,Engineering,"99,300","25,500",8.3,8.6,8.5,8.6,8,7.9,8.4,,800000,,,
Madhav University ,Rajasthan,Engineering,"70,000","13,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8,,1100000,,,
"Jagannath University, Jaipur ",Rajasthan,Engineering,"1,14,000","1,80,000",7.3,7.1,6.7,7.9,7.7,6.9,7.4,,500000,,,
Indian Institute of Information Technology ,Rajasthan,Engineering,"2,30,925",--,7.6,7.9,7.1,6.6,7.8,8,7.9,,1000000,,,
"Tantia University, Sriganganagar ",Rajasthan,Engineering,"30,000",--,8.6,8.8,8.4,9.3,8.8,7.1,9.1,,700000,,,
"Pacific University, Udaipur ",Rajasthan,Engineering,"80,000","80,000",7.7,7.8,7.3,8.1,7.8,7.2,8,,1200000,,,
"Swami Keshvanand Institute of Technology, Management and ",Rajasthan,Engineering,"98,900","84,500",7.8,8.3,6.8,8.1,8.1,8,7.5,,400000,,,
Maharana Pratap University of Agriculture and Technology ,Rajasthan,Engineering,"87,800","86,000",8,8.2,8,8,8.1,7.9,7.8,,1000000,,,
"Poornima College of Engineering, Jaipur ",Rajasthan,Engineering,"1,70,000","1,78,000",7.5,7.9,7.4,7.6,7.2,7.6,7.4,,900000,,,
"Shridhar University, Pilani ",Rajasthan,Engineering,"99,300","61,300",6.7,6.2,6.6,6.5,6.5,7.3,6.8,,1100000,,,
"Jaipur Engineering College and Research Centre, Jaipur ",Rajasthan,Engineering,"92,000",--,7.7,7.9,6.6,7.5,7.3,8.1,8.5,,800000,,,
Birla Institute of Technology ,Rajasthan,Engineering,"11,57,000",--,7.2,8.1,5.4,8.1,6.9,7.8,7.1,,400000,,,
Institute of Advanced Studies in Education ,Rajasthan,Engineering,"79,400","64,000",8.2,8.9,8,8.3,8.4,7.5,7.9,,400000,,,
National Institute of Technology ,Haryana,Engineering,"56,716","1,02,800",8.2,8,7.4,8.1,8.2,8.6,8.6,,1200000,,,
Panjab University ,Haryana,Engineering,"96,300","27,500",7.7,8.2,7.7,8,7.7,6.5,8.2,,1300000,,,
Punjab Engineering College University of Technology ,Haryana,Engineering,"96,750","93,500",8,7.9,7.3,7.6,7.7,8.4,9,,900000,,,
National Institute of Food Technology Entrepreneurship and ,Haryana,Engineering,"1,71,550","1,52,950",8.1,8.5,7.1,6.9,9.4,8.5,7.9,,1300000,,,
"University Institute of Engineering, Chandigarh University ",Haryana,Engineering,"1,60,000","80,000",8.4,8.6,7.9,8.1,8.7,8.7,8.3,,800000,,,
"School of Engineering and Technology, NCU ",Haryana,Engineering,"2,60,000","82,000",9,9,--,--,9,--,--,,400000,,,
"J.C. Bose University Of Science And Technology, ",Haryana,Engineering,"83,625","83,625",7.3,7.7,6.5,7.4,6.6,7.7,7.6,,900000,,,
Manav Rachna International Institute Of Research And ,Haryana,Engineering,"1,81,500","1,16,000",7.2,7.1,6.7,6.5,8.4,6.5,7.8,,900000,,,
Manav Rachna International Institute of Research and ,Haryana,Engineering,"1,81,500","1,65,000",7.5,7.4,7.3,7.5,8.3,6.6,7.6,,600000,,,
"Gurugram University, Gurgaon ",Haryana,Engineering,"40,000",--,8.2,8.6,7.4,8.4,8.6,8,8.1,,1100000,,,
"PDM University, Bahadurgarh, Bahadurgarh ",Haryana,Engineering,"1,00,200","41,200",7.4,7.1,7.6,7.4,7.5,7.1,7.7,,400000,,,
"Amity University, Gurgaon ",Haryana,Engineering,"2,30,000","1,56,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1,,400000,,,
National Institute of Technical Teachers Training and ,Haryana,Engineering,"44,696","24,500",7.7,7.7,6.7,8.6,7.7,7.7,8,,900000,,,
"IILM University, Gurgaon ",Haryana,Engineering,"3,30,000","4,30,000",8.4,8.2,7.4,8.5,8.6,8.6,8.8,,1300000,,,
"University Institute of Engineering and Technology -[UIET], ",Haryana,Engineering,"82,197","16,160",7.4,7.5,7.5,7.4,7,7,8.2,,400000,,,
"Starex University, Gurgaon ",Haryana,Engineering,"80,000","40,000",8.8,9.1,9.1,8.7,8.6,8.5,8.7,,900000,,,
Indian Institute of Information Technology ,Haryana,Engineering,"1,57,800",--,8.8,9.2,8.9,8.6,8.8,9.1,8.2,,400000,,,
"SRM University Delhi NCR, Sonepat ",Haryana,Engineering,"2,72,000","1,67,250",7.8,8,7.5,7.9,8.1,7.6,7.9,,900000,,,
"Lingaya's Vidyapeeth, Faridabad ",Haryana,Engineering,"1,34,500","84,500",7.8,8,7.5,8.1,7.7,7.3,8.1,,600000,,,
Modern Vidya Niketan ,Haryana,Engineering,"1,35,000","95,000",7,7.2,6.4,7.7,7,6.8,6.8,,1100000,,,
Delhi Technical Campus ,Haryana,Engineering,"69,500",--,8.2,8.2,8.1,8.4,8,8.2,8.5,,900000,,,
Chandigarh College of Engineering and Technology ,Haryana,Engineering,"64,240",--,6.9,7.2,6.4,7.1,6.9,6.5,7.3,,1400000,,,
Manav Rachna University ,Haryana,Engineering,"2,44,000","1,16,000",7.8,7.6,7.5,7.7,8.8,7.3,7.9,,400000,,,
Seth Jai Parkash Mukand Lal Institute of ,Haryana,Engineering,"89,090",--,7.3,7.5,7.2,7.2,7.4,6.8,7.4,,800000,,,
"Sushant University / Ansal University, Gurgaon ",Haryana,Engineering,"2,41,120","1,37,120",7.8,8,8,7.9,8.4,7,7.5,,1100000,,,
"University Institute of Engineering and Technology, Maharshi ",Haryana,Engineering,"74,288","84,288",7.2,7.1,7.5,6.6,8.6,5.7,7.7,,600000,,,
St. Andrews Institute of Technology and Management ,Haryana,Engineering,"92,000",--,8.7,8.8,8.6,8.7,9,8.6,8.6,,900000,,,
Indian Institute of Technology ,Gujarat,Engineering,"2,58,500","2,00,000",8.4,8.3,8.4,8.8,9.1,7.2,8.8,,800000,,,
Sardar Vallabhbhai National Institute of Technology ,Gujarat,Engineering,"1,50,000","95,000",8,7.9,7.8,7.6,8.2,7.9,8.4,,900000,,,
Dhirubhai Ambani Institute of Information and Communication ,Gujarat,Engineering,"1,54,000","1,97,000",8.7,8.8,8,8.4,8.7,9.2,8.8,,1300000,,,
"Institute of Technology, Nirma University, Ahmedabad ",Gujarat,Engineering,"1,97,200","2,64,000",8.3,8.3,7.9,8.3,8.9,8,8.3,,400000,,,
"Faculty of Technology and Engineering, Maharaja Sayajirao ",Gujarat,Engineering,"7,640","8,340",8.1,8.4,6.6,8.5,8,8.3,8.8,,1000000,,,
Nirma University ,Gujarat,Engineering,"1,97,200","2,65,000",8.4,8.6,8,8.4,9.1,8.1,8.2,,1200000,,,
Pandit Deendayal Petroleum University [PDPU] / (Energy ,Gujarat,Engineering,"2,53,000","1,54,000",8.6,8.3,8.3,8.1,9.4,8.1,9.4,,500000,,,
"Pandit Deendayal Petroleum University, School of Technology ",Gujarat,Engineering,"2,53,000","1,54,000",8.6,8.4,8.3,8.1,9.4,7.9,9.3,,1300000,,,
Central Institute of plastics engineering & Technology- ,Gujarat,Engineering,"65,000","77,000",7.5,7.6,6.8,7.5,7.9,7.5,7.5,,800000,,,
Sardar Patel University ,Gujarat,Engineering,--,--,7.8,8.6,7,8.5,7.7,7.3,7.8,,1300000,,,
"CEPT University, Ahmedabad ",Gujarat,Engineering,"1,98,000","3,20,000",8.2,8.6,7.7,8.4,8.3,8.1,8,,700000,,,
Ganpat University ,Gujarat,Engineering,"1,08,000","43,000",8.1,8.2,7.2,8.1,8.5,7.8,8.6,,900000,,,
"Indus University, Ahmedabad ",Gujarat,Engineering,"96,000","1,26,000",7.5,7.9,7,7.7,7.8,6.8,7.9,,900000,,,
Navrachana University ,Gujarat,Engineering,"1,14,000","1,12,000",7.7,7.7,7.4,8.2,8,7.2,7.8,,1400000,,,
Indian Institute of Information Technology Vadodara ,Gujarat,Engineering,"1,79,720","1,06,720",7.8,8.2,7.5,7.8,6.3,8.5,8.2,,500000,,,
"Uka Tarsadia University, Bardoli ",Gujarat,Engineering,"94,000","44,000",8.1,7.8,7.9,8.2,9.4,6.9,8.3,,500000,,,
"GSFC University, Vadodara ",Gujarat,Engineering,"1,21,250",--,8.1,8.8,6.4,8.7,8.5,7.9,8.4,,700000,,,
"Auro University, Surat ",Gujarat,Engineering,"1,21,000",--,8.3,8.2,8.5,8.6,8.7,7.2,8.6,,400000,,,
L.D. College of Engineering ,Gujarat,Engineering,"2,860","5,730",8.1,8.4,7.3,8.2,7.9,8.5,8.5,,1200000,,,
RK University ,Gujarat,Engineering,"76,500","50,000",8.5,9,7.9,8.6,9,7.8,8.5,,1000000,,,
Institute of Infrastructure Technology Research and Management ,Gujarat,Engineering,"29,100","89,500",7.6,8.3,7.3,8.4,7.9,6.9,6.5,,1000000,,,
Indian Institute of Information Technology ,Gujarat,Engineering,"1,47,000",--,7.9,8.4,8.5,7.8,7.5,6.5,8.4,,600000,,,
"C. U. Shah University, Wadhwan ",Gujarat,Engineering,"77,800","1,03,800",7.7,7.6,7,8.2,7.8,7.4,7.9,,1400000,,,
"P.P. Savani University, Surat ",Gujarat,Engineering,"1,11,500","98,500",9.3,9.4,8.9,9.5,9.6,8.7,9.4,,600000,,,
Vishwakarma Government Engineering College ,Gujarat,Engineering,"1,500","7,500",7.9,8.2,7.2,8.1,8.6,7.1,8.1,,400000,,,
Dharmsinh Desai University ,Gujarat,Engineering,"1,52,000","1,40,000",7.7,8.5,7,8.3,7.1,8.1,6.9,,600000,,,
Thapar Institute of Engineering and Technology ,Punjab,Engineering,"3,24,800","2,00,600",8.3,8,8.1,7.7,8.9,8.2,8.8,,600000,,,
Indian Institute of Technology ,Punjab,Engineering,"2,19,800","39,970",8.5,8.5,8.1,8.2,9.1,8.4,8.9,,700000,,,
Panjab University ,Punjab,Engineering,"96,300","27,500",7.7,8.2,7.7,8,7.7,6.5,8.2,,700000,,,
Punjab Engineering College University of Technology ,Punjab,Engineering,"96,750","93,500",8,7.9,7.3,7.6,7.7,8.4,9,,600000,,,
I.K. Gujral Punjab Technical University ,Punjab,Engineering,"88,750","83,150",8.1,8,7.4,8.7,8.3,7.7,8.7,,1300000,,,
Dr BR Ambedkar National Institute of Technology ,Punjab,Engineering,"6,76,000","2,28,000",7.9,8,7.7,7.6,8,8,8.3,,1100000,,,
"University Institute of Engineering, Chandigarh University ",Punjab,Engineering,"1,60,000","80,000",8.4,8.6,7.9,8.1,8.7,8.7,8.3,,1100000,,,
Sant Longowal Institute of Engineering and Technology ,Punjab,Engineering,"81,000","58,000",7.6,7.7,7.1,7.5,8.4,6.5,8.1,,400000,,,
Chitkara University ,Punjab,Engineering,"6,66,000",--,8.5,8.4,7.7,8.5,8.9,8.7,8.7,,1000000,,,
Chandigarh Group of Colleges ,Punjab,Engineering,"94,000","95,000",8.1,8,7.4,8,8.3,8.6,8.4,,1400000,,,
"RIMT University, Gobindgarh ",Punjab,Engineering,"1,35,000","76,500",7.6,7.9,7.3,7.8,8,6.7,7.8,,500000,,,
National Institute of Technical Teachers Training and ,Punjab,Engineering,"44,696","24,500",7.7,7.7,6.7,8.6,7.7,7.7,8,,400000,,,
"Guru Kashi University, Bathinda ",Punjab,Engineering,"92,680","92,100",7.5,7.4,7.2,8,7.2,7.2,7.8,,600000,,,
"University Institute of Engineering and Technology -[UIET], ",Punjab,Engineering,"82,197","16,160",7.4,7.5,7.5,7.4,7,7,8.2,,700000,,,
"Rayat Bahra University, Mohali ",Punjab,Engineering,"1,00,000","40,000",7.7,7.8,7.4,8,7.7,7.4,7.6,,900000,,,
"DAV University, Jalandhar ",Punjab,Engineering,"1,36,000","87,500",7.9,8.4,7,8.4,7,8,8.5,,1300000,,,
"Plaksha, Mohali ",Punjab,Engineering,"6,90,000","12,70,000",--,--,--,--,--,--,--,,800000,,,
Chandigarh Engineering College ,Punjab,Engineering,"94,000","95,000",7.9,7.8,7.3,7.7,8.2,8.5,8,,700000,,,
Sant Baba Bhag Singh University ,Punjab,Engineering,"82,500","1,03,300",8.5,9,8.2,8.6,8,8.5,8.6,,1100000,,,
Chandigarh College of Engineering and Technology ,Punjab,Engineering,"64,240",--,6.9,7.2,6.4,7.1,6.9,6.5,7.3,,1400000,,,
"Global Institute, Amritsar ",Punjab,Engineering,"3,18,000","1,25,000",8.3,8,8.2,8.7,8.8,7.9,8.3,,700000,,,
"Maharaja Ranjit Singh Punjab Technical University, Bathinda ",Punjab,Engineering,"1,70,600","85,600",8.2,8.6,7.8,8.4,8.2,8.1,8.2,,1300000,,,
Amritsar College of Engineering and Technology ,Punjab,Engineering,"4,03,024","1,43,623",7.4,7.3,6.7,7.6,7.7,7.3,7.7,,500000,,,
Guru Nanak Dev Engineering College ,Punjab,Engineering,"98,689","90,574",7.7,7.9,7.2,7.8,7.9,7.4,7.9,,600000,,,
Sri Guru Granth Sahib World University ,Punjab,Engineering,"1,04,000","68,000",8.8,8.6,9,9,9.1,8.4,8.7,,900000,,,
Baba Banda Singh Bahadur Engineering College ,Punjab,Engineering,"90,000","90,000",8.1,8.3,7.6,8.6,8.8,7,8,,1100000,,,
Indian Institute of Technology ,West bengal,Engineering,"82,070","2,31,500",8.5,8.8,7.2,8.2,8.9,8.8,9,,1100000,,,
Jadavpur University ,West bengal,Engineering,"2,400","24,000",8.4,9,7.6,8.5,8.1,8.4,9,,1400000,,,
Indian Institute of Engineering Science and Technology ,West bengal,Engineering,"70,000","81,500",8,8.3,7.7,7.9,7.9,7.5,8.4,,1200000,,,
National Institute of Technology ,West bengal,Engineering,"1,49,100","94,100",7.7,8,6.8,7.8,7.5,7.8,8.4,,1000000,,,
Institute of Engineering and Management ,West bengal,Engineering,"1,68,400",--,7.5,8.2,6.5,8,6.7,8.4,7.2,,500000,,,
Heritage Institute of Technology ,West bengal,Engineering,"1,16,200","1,31,100",7.8,7.9,7,7.8,8.4,7.6,8.2,,1100000,,,
Maulana Abul Kalam Azad University of Technology ,West bengal,Engineering,"49,000","81,200",7.7,8.1,6.9,8,7.8,7.7,7.6,,1000000,,,
Narula Institute of Technology ,West bengal,Engineering,"1,29,800","1,22,600",8,8.5,7.2,8.2,8.3,7.8,8,,1100000,,,
Haldia Institute of Technology ,West bengal,Engineering,"1,16,350","1,04,600",7.8,7.9,7.2,7.5,8.5,7.2,8.3,,600000,,,
"Amity University, Kolkata ",West bengal,Engineering,"2,07,000","1,58,000",8.2,8.1,7.7,8.4,8.8,7.4,8.5,,1000000,,,
"Techno India University, Kolkata ",West bengal,Engineering,"89,200","2,01,000",8,8.2,7.4,8.2,8.1,7.8,8.4,,1300000,,,
"Adamas University, Kolkata ",West bengal,Engineering,"1,72,800","1,34,850",8.2,8.3,7.5,8.5,9,7.8,7.8,,1200000,,,
Sister Nivedita University ,West bengal,Engineering,"1,49,500","1,49,500",8.2,8.2,7.6,8.9,7.9,7.8,8.7,,600000,,,
Asansol Engineering College ,West bengal,Engineering,"1,34,068","1,08,100",7.8,8.1,7.2,7.8,8.4,7.6,7.7,,1300000,,,
University of Engineering and Management ,West bengal,Engineering,"1,61,200","1,50,000",8.1,8.6,7.2,8.5,7.9,8.8,7.7,,900000,,,
JIS College of Engineering ,West bengal,Engineering,"1,29,800","1,22,600",7.9,8.1,7.2,8.4,8.1,7.8,8,,500000,,,
Kalyani Government Engineering College ,West bengal,Engineering,"16,155","17,855",7.9,8.1,7.6,8,7.8,7.4,8.4,,500000,,,
Indian Institute of Information Technology ,West bengal,Engineering,"17,120","2,02,020",6.8,7.6,6.4,7.2,6.1,7,6.5,,800000,,,
The Neotia University ,West bengal,Engineering,"1,44,000","98,000",8.2,8.7,7.5,8.5,8.2,7.8,8.6,,800000,,,
